"PREÇOS DO FRANGO CONGELADO CEPEA/ESALQ - ESTADO SP","",""
"","",""
"Fonte: Cepea","",""
"Data","À vista R$","À vista US$"
"23/11/2005","2.2","0.98"
"24/11/2005","2.2","0.98"
"25/11/2005","2.19","0.98"
"28/11/2005","2.19","0.99"
"29/11/2005","2.18","1"
"30/11/2005","2.18","0.99"
"01/12/2005","2.16","0.97"
"02/12/2005","2.15","0.97"
"05/12/2005","2.14","0.97"
"06/12/2005","2.14","0.98"
"07/12/2005","2.13","0.97"
"08/12/2005","2.14","0.96"
"09/12/2005","2.13","0.95"
"12/12/2005","2.13","0.94"
"13/12/2005","2.13","0.94"
"14/12/2005","2.13","0.93"
"15/12/2005","2.12","0.92"
"16/12/2005","2.1","0.9"
"19/12/2005","2.1","0.88"
"20/12/2005","2.09","0.89"
"21/12/2005","2.11","0.91"
"22/12/2005","2.13","0.91"
"23/12/2005","2.11","0.91"
"26/12/2005","2.11","0.9"
"27/12/2005","2.11","0.9"
"28/12/2005","2.09","0.89"
"29/12/2005","2.08","0.89"
"02/01/2006","2.08","0.89"
"03/01/2006","2.08","0.89"
"04/01/2006","2.05","0.9"
"05/01/2006","2.03","0.89"
"06/01/2006","2.01","0.88"
"09/01/2006","2","0.89"
"10/01/2006","1.99","0.88"
"11/01/2006","1.97","0.86"
"12/01/2006","1.92","0.85"
"13/01/2006","1.92","0.84"
"16/01/2006","1.88","0.83"
"17/01/2006","1.86","0.8"
"18/01/2006","1.86","0.8"
"19/01/2006","1.85","0.79"
"20/01/2006","1.84","0.81"
"23/01/2006","1.83","0.81"
"24/01/2006","1.82","0.81"
"25/01/2006","1.82","0.81"
"26/01/2006","1.81","0.81"
"27/01/2006","1.81","0.82"
"30/01/2006","1.82","0.82"
"31/01/2006","1.81","0.82"
"01/02/2006","1.81","0.81"
"02/02/2006","1.79","0.8"
"03/02/2006","1.78","0.81"
"06/02/2006","1.77","0.81"
"07/02/2006","1.76","0.8"
"08/02/2006","1.7","0.78"
"09/02/2006","1.7","0.78"
"10/02/2006","1.69","0.78"
"13/02/2006","1.69","0.78"
"14/02/2006","1.67","0.78"
"15/02/2006","1.66","0.78"
"16/02/2006","1.65","0.78"
"17/02/2006","1.66","0.78"
"20/02/2006","1.67","0.79"
"21/02/2006","1.67","0.77"
"22/02/2006","1.66","0.78"
"23/02/2006","1.65","0.77"
"24/02/2006","1.61","0.75"
"01/03/2006","1.61","0.76"
"02/03/2006","1.61","0.76"
"03/03/2006","1.59","0.75"
"06/03/2006","1.59","0.74"
"07/03/2006","1.57","0.72"
"08/03/2006","1.57","0.72"
"09/03/2006","1.57","0.73"
"10/03/2006","1.55","0.72"
"13/03/2006","1.54","0.72"
"14/03/2006","1.54","0.72"
"15/03/2006","1.53","0.72"
"16/03/2006","1.51","0.72"
"17/03/2006","1.49","0.7"
"20/03/2006","1.48","0.69"
"21/03/2006","1.48","0.68"
"22/03/2006","1.42","0.66"
"23/03/2006","1.36","0.63"
"24/03/2006","1.34","0.62"
"27/03/2006","1.33","0.61"
"28/03/2006","1.32","0.6"
"29/03/2006","1.31","0.59"
"30/03/2006","1.32","0.6"
"31/03/2006","1.32","0.61"
"03/04/2006","1.32","0.62"
"04/04/2006","1.35","0.63"
"05/04/2006","1.37","0.64"
"06/04/2006","1.39","0.65"
"07/04/2006","1.42","0.66"
"10/04/2006","1.41","0.65"
"11/04/2006","1.47","0.69"
"12/04/2006","1.53","0.72"
"13/04/2006","1.56","0.73"
"17/04/2006","1.57","0.74"
"18/04/2006","1.58","0.75"
"19/04/2006","1.59","0.75"
"20/04/2006","1.61","0.76"
"24/04/2006","1.65","0.78"
"25/04/2006","1.67","0.79"
"26/04/2006","1.69","0.8"
"27/04/2006","1.72","0.82"
"28/04/2006","1.76","0.84"
"02/05/2006","1.76","0.85"
"03/05/2006","1.76","0.85"
"04/05/2006","1.76","0.85"
"05/05/2006","1.76","0.86"
"08/05/2006","1.76","0.85"
"09/05/2006","1.77","0.86"
"10/05/2006","1.8","0.87"
"11/05/2006","1.84","0.88"
"12/05/2006","1.9","0.89"
"15/05/2006","1.93","0.88"
"16/05/2006","1.92","0.9"
"17/05/2006","1.93","0.88"
"18/05/2006","1.92","0.88"
"19/05/2006","1.94","0.88"
"22/05/2006","1.93","0.84"
"23/05/2006","1.92","0.84"
"24/05/2006","1.91","0.8"
"25/05/2006","1.87","0.82"
"26/05/2006","1.86","0.83"
"29/05/2006","1.86","0.82"
"30/05/2006","1.85","0.8"
"31/05/2006","1.83","0.79"
"01/06/2006","1.77","0.79"
"02/06/2006","1.73","0.76"
"05/06/2006","1.74","0.77"
"06/06/2006","1.74","0.77"
"07/06/2006","1.73","0.77"
"08/06/2006","1.72","0.76"
"09/06/2006","1.73","0.77"
"12/06/2006","1.72","0.75"
"13/06/2006","1.72","0.75"
"14/06/2006","1.71","0.75"
"16/06/2006","1.72","0.77"
"19/06/2006","1.72","0.76"
"20/06/2006","1.73","0.77"
"21/06/2006","1.73","0.78"
"22/06/2006","1.71","0.76"
"23/06/2006","1.7","0.76"
"26/06/2006","1.68","0.75"
"27/06/2006","1.68","0.75"
"28/06/2006","1.68","0.76"
"29/06/2006","1.68","0.77"
"30/06/2006","1.67","0.77"
"03/07/2006","1.67","0.77"
"04/07/2006","1.65","0.76"
"05/07/2006","1.66","0.75"
"06/07/2006","1.62","0.74"
"07/07/2006","1.6","0.73"
"10/07/2006","1.6","0.73"
"11/07/2006","1.6","0.73"
"12/07/2006","1.59","0.72"
"13/07/2006","1.58","0.71"
"14/07/2006","1.58","0.71"
"17/07/2006","1.56","0.71"
"18/07/2006","1.59","0.73"
"19/07/2006","1.58","0.73"
"20/07/2006","1.56","0.71"
"21/07/2006","1.54","0.7"
"24/07/2006","1.53","0.7"
"25/07/2006","1.52","0.69"
"26/07/2006","1.52","0.69"
"27/07/2006","1.51","0.69"
"28/07/2006","1.52","0.7"
"31/07/2006","1.52","0.7"
"01/08/2006","1.52","0.69"
"02/08/2006","1.54","0.71"
"03/08/2006","1.56","0.72"
"04/08/2006","1.57","0.72"
"07/08/2006","1.58","0.72"
"08/08/2006","1.61","0.74"
"09/08/2006","1.63","0.75"
"10/08/2006","1.68","0.78"
"11/08/2006","1.74","0.8"
"14/08/2006","1.77","0.82"
"15/08/2006","1.8","0.84"
"16/08/2006","1.81","0.85"
"17/08/2006","1.81","0.85"
"18/08/2006","1.83","0.85"
"21/08/2006","1.83","0.86"
"22/08/2006","1.82","0.85"
"23/08/2006","1.8","0.84"
"24/08/2006","1.8","0.84"
"25/08/2006","1.83","0.85"
"28/08/2006","1.83","0.86"
"29/08/2006","1.83","0.86"
"30/08/2006","1.81","0.85"
"31/08/2006","1.81","0.84"
"01/09/2006","1.83","0.86"
"04/09/2006","1.84","0.87"
"05/09/2006","1.87","0.88"
"06/09/2006","1.88","0.87"
"08/09/2006","1.95","0.9"
"11/09/2006","1.95","0.9"
"12/09/2006","1.98","0.91"
"13/09/2006","2.02","0.94"
"14/09/2006","2.03","0.94"
"15/09/2006","2.05","0.95"
"18/09/2006","2.07","0.96"
"19/09/2006","2.08","0.96"
"20/09/2006","2.08","0.96"
"21/09/2006","2.1","0.95"
"22/09/2006","2.11","0.96"
"25/09/2006","2.12","0.96"
"26/09/2006","2.13","0.97"
"27/09/2006","2.14","0.98"
"28/09/2006","2.17","1"
"29/09/2006","2.17","1"
"02/10/2006","2.18","1.01"
"03/10/2006","2.21","1.02"
"04/10/2006","2.26","1.05"
"05/10/2006","2.29","1.06"
"06/10/2006","2.32","1.07"
"09/10/2006","2.32","1.08"
"10/10/2006","2.33","1.08"
"11/10/2006","2.42","1.12"
"13/10/2006","2.43","1.14"
"16/10/2006","2.46","1.15"
"17/10/2006","2.46","1.15"
"18/10/2006","2.45","1.15"
"19/10/2006","2.47","1.15"
"20/10/2006","2.46","1.15"
"23/10/2006","2.44","1.14"
"24/10/2006","2.44","1.13"
"25/10/2006","2.44","1.14"
"26/10/2006","2.42","1.13"
"27/10/2006","2.39","1.12"
"30/10/2006","2.39","1.11"
"31/10/2006","2.34","1.09"
"01/11/2006","2.33","1.09"
"03/11/2006","2.33","1.09"
"06/11/2006","2.36","1.1"
"07/11/2006","2.31","1.08"
"08/11/2006","2.29","1.07"
"09/11/2006","2.28","1.06"
"10/11/2006","2.32","1.08"
"13/11/2006","2.38","1.1"
"14/11/2006","2.4","1.12"
"16/11/2006","2.39","1.11"
"17/11/2006","2.4","1.11"
"20/11/2006","2.38","1.1"
"21/11/2006","2.31","1.07"
"22/11/2006","2.3","1.06"
"23/11/2006","2.31","1.07"
"24/11/2006","2.28","1.05"
"27/11/2006","2.28","1.04"
"28/11/2006","2.25","1.03"
"29/11/2006","2.25","1.04"
"30/11/2006","2.26","1.04"
"01/12/2006","2.23","1.03"
"04/12/2006","2.23","1.03"
"05/12/2006","2.22","1.03"
"06/12/2006","2.22","1.03"
"07/12/2006","2.16","1.01"
"08/12/2006","2.04","0.95"
"11/12/2006","2","0.94"
"12/12/2006","2","0.93"
"13/12/2006","2","0.93"
"14/12/2006","2","0.93"
"15/12/2006","2","0.93"
"18/12/2006","2","0.93"
"19/12/2006","2","0.93"
"20/12/2006","2","0.93"
"21/12/2006","2.01","0.93"
"22/12/2006","2.08","0.97"
"26/12/2006","2.08","0.97"
"27/12/2006","2.07","0.96"
"28/12/2006","2.08","0.97"
"02/01/2007","2.08","0.98"
"03/01/2007","2.14","1"
"04/01/2007","2.15","1"
"05/01/2007","2.16","1"
"08/01/2007","2.16","1"
"09/01/2007","2.16","1"
"10/01/2007","2.15","1"
"11/01/2007","2.13","0.99"
"12/01/2007","2.14","1"
"15/01/2007","2.14","1"
"16/01/2007","2.14","1"
"17/01/2007","2.1","0.98"
"18/01/2007","2.09","0.98"
"19/01/2007","2.03","0.95"
"22/01/2007","2.03","0.95"
"23/01/2007","2.03","0.95"
"24/01/2007","2.01","0.94"
"25/01/2007","2","0.94"
"26/01/2007","2","0.94"
"29/01/2007","1.98","0.93"
"30/01/2007","1.98","0.93"
"31/01/2007","2","0.94"
"01/02/2007","2.02","0.96"
"02/02/2007","2.08","0.99"
"05/02/2007","2.08","0.99"
"06/02/2007","2.09","1"
